hồi tưởng	reminisce	0	0	0
hơi xông lên	aural	0	0	0
hôn chế dị tộc	exogamy	0	0	0
hổn láo	contumely	0	0	0
hôn nhân	matrimony	0	0	0
hồng cầu	erythrocyte	0	0	0
hồng ngọc	carbuncle	0	0	0
hồng tích tằng	diluvium	0	0	0
hộp bằng kim loại	canister	0	0	0
hợp thời	apropos	0	0	0
hộp trà	caddie	0	0	0
hợp vệ sinh	salubrious	0	0	0
hợp xướng	quire	0	0	0
hormone luteinizing	luteinizing hormone	0	0	0
hư	miscreant	0	0	0
hung ác	ferocity	0	0	0
Hưng phấn	euphoria	0	0	0
hương	incense	0	0	0
hướng sáng	phototaxis	0	0	0
hướng tâm	centripetal	0	0	0
hương thơm	scent	0	0	0
hướng thượng	ascension	0	0	0
hút máu	hematophagy	0	0	0
hủy án	quash	0	0	0
huy chương học	heraldry	0	0	0
huyên náo	obstreperous	0	0	0
huyền thoại	mythic	0	0	0
huyết cầu tố	hemoglobin	0	0	0
huyết khối	thromboembolism	0	0	0
ít nói	taciturn	0	0	0
Kainozoi	Cenozoic	0	0	0
kẻ giết người	homicide	0	0	0
kẻ thắng cuộc	victor	0	0	0
kem đánh răng	dentifrice	0	0	0
kén hợp tử	oocyst	0	0	0
kéo dài tám năm	octennial	0	0	0
kết âm	phonotactics	0	0	0
kết tiết	nodule	0	0	0
khác nhau	disparate	0	0	0
khắc phục	rectify	0	0	0
khắc trên đá	lapidary	0	0	0
khai hoang	reclamation	0	0	0
khai quật	exhumation	0	0	0
khai vị	apéritif	0	0	0
khám bịnh bằng cách gỏ ngó tay vào ngực	percuss	0	0	0
khẩn cầu	implore	0	0	0
khánh thành	inauguration	0	0	0
khẩu độ	aperture	0	0	0
khe suối	ravine	0	0	0
khéo nói được tin cậy	ingratiate	0	0	0
khép lại	reunite	0	0	0
khép nép	subservient	0	0	0
khí nén	pneumatic	0	0	0
khí quản	trachea	0	0	0
khiển trách	admonish	0	0	0
khiển trách	remonstrate	0	0	0
khiển trách	reprehend	0	0	0
khiếp nhược	recreant	0	0	0
khiêu dâm	erotic	0	0	0
khiêu dâm	voluptuous	0	0	0
khiêu khích	provocateur	0	0	0
khiêu khích	provocation	0	0	0
kho	granary	0	0	0
kho	trove	0	0	0
khô	desiccation	0	0	0
khó chịu	malaise	0	0	0
khó chịu	pungent	0	0	0
khô da	xeroderma	0	0	0
khờ dại	fatuous	0	0	0
khờ dại	moronic	0	0	0
khổ giấy in gấp làm bốn	quarto	0	0	0
khó hiểu	abstruse	0	0	0
khô khan	arid	0	0	0
khổ kiếp	damnation	0	0	0
khô mắt	xerophthalmia	0	0	0
khó nắm bắt	elusive	0	0	0
khó nuốt	dysphagia	0	0	0
khoa mắt	ophthalmologic	0	0	0
khoa trương	magniloquent	0	0	0
khoa trương pháp	hyperbole	0	0	0
khoái lạc chủ nghĩa	hedonism	0	0	0
khoái trá	rapt	0	0	0
khoái trá	rapturous	0	0	0
khoan dung	clemency	0	0	0
khoan dung	leniency	0	0	0
khối sáu mặt	hexahedron	0	0	0
khôn ngoan	sagacious	0	0	0
khôn ngoan	prudent	0	0	0
không cảm động	inexorable	0	0	0
không cầm được	incontinent	0	0	0
không cân đối	discordant	0	0	0
không cẩn thận	imprudence	0	0	0
không chánh thống	unorthodox	0	0	0
không có sức lực	inanition	0	0	0
không đặt làm	countermand	0	0	0
không đồng ý	discontentment	0	0	0
không dự liệu	improvident	0	0	0
không đứng đắn	levity	0	0	0
không dùng nữa	obsolescent	0	0	0
không gây dị ứng	hypoallergenic	0	0	0
không hại	innocuous	0	0	0
không hoạt động	dormant	0	0	0
không hoạt động	supine	0	0	0
không hợp	repugnant	0	0	0
không hứa hẹn	noncommittal	0	0	0
không lâu	ephemeral	0	0	0
không lo trước	improvidence	0	0	0
không ngay thật	perfidious	0	0	0
không sequitur	non sequitur	0	0	0
không tán thành	disapprobation	0	0	0
không thể giữ được	incontinence	0	0	0
không thể nguôi	implacable	0	0	0
không thể nhận được	inadmissibility	0	0	0
không tín ngưỡng	infidel	0	0	0
không tưởng	utopia	0	0	0
không tương đương	incommensurate	0	0	0
không ưa	invidious	0	0	0
không vội vàng	tardy	0	0	0
khớp	arthrosis	0	0	0
khớp dạng thấp	rheumatoid	0	0	0
khuẩn học	mycology	0	0	0
khúc cầm nhạc	sonata	0	0	0
khúc dạo đầu	prelude	0	0	0
khúc nhạc thăng trầm	cantabile	0	0	0
khúc xạ	refract	0	0	0
khúm núm	obsequious	0	0	0
khứu giác	olfaction	0	0	0
kịch câm	pantomime	0	0	0
kích phát	percussive	0	0	0
kiến tạo	tectonic	0	0	0
kiêng	abstinence	0	0	0
kiểu hình	phenotype	0	0	0
kiêu ngạo	supercilious	0	0	0
kim lục thạch	chrysolite	0	0	0
Kim Ngưu	Taurus	0	0	0
kín đáo	reticent	0	0	0
kinh cầu đảo	orison	0	0	0
kinh cầu nguyện	litany	0	0	0
kính tiềm vọng	periscope	0	0	0
kỷ nguyên	epoch	0	0	0
kỷ vật	memorabilia	0	0	0
kỳ vọng	pretension	0	0	0
la liệt cú pháp	parataxis	0	0	0
lá mầm	cotyledon	0	0	0
lá xanh tươi	verdure	0	0	0
lạc đường	pervert	0	0	0
lạc quan	sanguine	0	0	0
làm bế tắc	occlusion	0	0	0
làm biếng	indolence	0	0	0
làm buồn ngũ	somniferous	0	0	0
làm chậm trể	retard	0	0	0
làm chán nản	disincentive	0	0	0
làm chán nản	daunt	0	0	0
làm cho điên	dement	0	0	0
làm cho màu sắc khác nhau	variegate	0	0	0
làm cho ngũ	soporific	0	0	0
làm cho nguôi	salve	0	0	0
làm cho nóng	calefactory	0	0	0
làm cho tiện lợi	propitiate	0	0	0
làm cho tinh tế	rarefy	0	0	0
làm chứng cho	corroborate	0	0	0
làm dấu	macron	0	0	0
làm đau đớn	afflict	0	0	0
làm đau thêm	exasperate	0	0	0
làm giảm	detract	0	0	0
làm hỏng	vitiate	0	0	0
làm hư được	fallible	0	0	0
làm ít đi	rase	0	0	0
làm kẹo	confection	0	0	0
làm khó chịu	obtrusive	0	0	0
làm lập tức	improvisation	0	0	0
làm lể	officiate	0	0	0
làm liên lụy	implicate	0	0	0
làm lơ	dissemble	0	0	0
làm mạnh thêm	fortify	0	0	0
làm mau khô	siccative	0	0	0
làm mê hoặc	enchantment	0	0	0
làm mờ	adumbrate	0	0	0
làm mồi	fascinate	0	0	0
làm mồi	prey	0	0	0
làm ngập	submerge	0	0	0
làm ngập	inundate	0	0	0
làm ngơ	pretermit	0	0	0
làm người nào nguôi	mollify	0	0	0
làm người sắp chết ngũ mê khỏi đau đớn	euthanasia	0	0	0
làm ói ra	emetic	0	0	0
làm phách	imperious	0	0	0
lạm phát	inflate	0	0	0
làm phiền	deuce	0	0	0
làm phiền	perplex	0	0	0
làm phồng lên	distention	0	0	0
làm rời ra	interspace	0	0	0
làm sai	confound	0	0	0
làm suy nhược	extenuate	0	0	0
làm thay người khác	vicarious	0	0	0
làm tổn hại	defamation	0	0	0
làm trầy da	excoriate	0	0	0
làm việc khó nhọc	lucubrate	0	0	0
làm xong	acquit	0	0	0
lang thang	errant	0	0	0
lảng tránh	elusory	0	0	0
lạnh buốt xương	frigid	0	0	0
lanh lẹ	vivacious	0	0	0
lành mạnh	sane	0	0	0
lãnh thổ	territory	0	0	0
lão khoa	geriatric	0	0	0
lặp đi lặp lại	iteration	0	0	0
lấp lánh	consternation	0	0	0
lật đổ	subvert	0	0	0
lạt lẽo	apathy	0	0	0
lạt lẻo	vapid	0	0	0
lâu đài	edifice	0	0	0
lạy	prostrate	0	0	0
lấy lại	retrieve	0	0	0
lấy một phần mười	decimate	0	0	0
lể cầu bông	rogation	0	0	0
lề đường	curb	0	0	0
lễ hội	carnival	0	0	0
lể rửa tội	ablution	0	0	0
lệ tự động	autotomy	0	0	0
lên	ascend	0	0	0
lên án	condemn	0	0	0
lên men	zymotic	0	0	0
lệnh	injunction	0	0	0
lệnh cấm	moratorium	0	0	0
lều	tent	0	0	0
li giải tế bào	cytolysis	0	0	0
lịch sự	genteel	0	0	0
liên	inter	0	0	0
liên bang	confederacy	0	0	0
liên hiệp	federate	0	0	0
liên hiệp tiếp từ	copula	0	0	0
liên kết	affiliation	0	0	0
liên lớp cá không hàm	Agnatha	0	0	0
liên tiếp	consecutive	0	0	0
liên tiếp	seriatim	0	0	0
liên tục	continuum	0	0	0
liên tục đồng bậc	equicontinuity	0	0	0
liên tục pháp	zeugma	0	0	0
liệt dạ dày	gastroparesis	0	0	0
liệt kê	enumerate	0	0	0
lính đánh thuê	mercenary	0	0	0
lỗ	foramen	0	0	0
lo âu	solicitous	0	0	0
lổ mũi	fistula	0	0	0
loài dực thủ long	pterodactyl	0	0	0
loài khuê thảo	diatom	0	0	0
loại màu	ferrous	0	0	0
loại ruồi thịt	sarcophagus	0	0	0
loại thập túc	decapod	0	0	0
loại voi lớn đã tuyệt chủng	mastodon	0	0	0
loạn sản	dysplasia	0	0	0
loãng xương	osteoporosis	0	0	0
lọc máu	dialysis	0	0	0
logo	logotype	0	0	0
lời an ủi	solace	0	0	0
lợi bất kỳ	perquisite	0	0	0
lời cầu xin	deprecation	0	0	0
lời chia buồn	condolence	0	0	0
lời chúc tụng	doxology	0	0	0
lời chưởi	invective	0	0	0
lời chưởi rủa	imprecation	0	0	0
lồi mắt	exophthalmos	0	0	0
lời nài nỉ	supplication	0	0	0
lối ngụy biện	fallacy	0	0	0
lối ngụy biện	sophism	0	0	0
lổi nhỏ	peccadillo	0	0	0
lời nói đầu	preamble	0	0	0
lời nói đầu	preface	0	0	0
lội nước	amphibious	0	0	0
lời rủa	malediction	0	0	0
lời thề	vow	0	0	0
lời thề trung thành	fealty	0	0	0
lời tiên tri	vaticination	0	0	0
lợi tức	revenue	0	0	0
lời văn giả bi cảm	bathos	0	0	0
lời vu khống	calumny	0	0	0
lòng can đảm	valor	0	0	0
lông cứng	seta	0	0	0
lòng hiếu thảo	piety	0	0	0
lộng lẫy	regal	0	0	0
lông mi	cilia	0	0	0
lòng nhân từ	benevolence	0	0	0
lòng sắt đá	obduracy	0	0	0
lòng tham lam	avarice	0	0	0
lòng thương hại	pity	0	0	0
lòng tin	credence	0	0	0
lòng tin chắc, sự kết án, phán quyết	conviction	0	0	0
lòng trung thành	fidelity	0	0	0
lớp chân mang	branchiopod	0	0	0
lớp da của động vật	integument	0	0	0
lớp da ngoài	cuticle	0	0	0
luận văn	memoir	0	0	0
luận văn	thesis	0	0	0
luật	statute	0	0	0
luật sư	advocacy	0	0	0
lực kéo	traction	0	0	0
lục lạp	chloroplast	0	0	0
lực lượng	force	0	0	0
lún xuống	subside	0	0	0
lung lay	vacillate	0	0	0
lược đồ	schematic	0	0	0
lưởi trai của mũ	visor	0	0	0
lưỡng bội	diploid	0	0	0
lưỡng cư	amphibian	0	0	0
lưỡng cực	dipole	0	0	0
lường gạt	delude	0	0	0
Lưỡng Hà	Mesopotamia	0	0	0
lưỡng hình	dimorphic	0	0	0
lưỡng lự	equipoise	0	0	0
lưởng lự	demur	0	0	0
lưỡng tính	androgyny	0	0	0
Lutit	lutite	0	0	0
lưu biến	rheology	0	0	0
luyện kim	metallurgy	0	0	0
ly giáo	schismatic	0	0	0
ly tâm	centrifugal	0	0	0
Ma Kết	Capricorn	0	0	0
ma sát	friction	0	0	0
Ma sát học	tribology	0	0	0
ma trận	matrix	0	0	0
ma vương	Lucifer	0	0	0
mặc định	default	0	0	0
mặc niệm	memento	0	0	0
mai táng	inhume	0	0	0
mái vòm	dome	0	0	0
mầm	blastema	0	0	0
mầm bệnh	pathogen	0	0	0
màng ngoài của tim	pericardium	0	0	0
màng trong tim	endocardium	0	0	0
mặt	visage	0	0	0
mặt dây chuyền	pendant	0	0	0
mất điều hòa	ataxia	0	0	0
mất lần	evanescent	0	0	0
mặt lưng	dorsum	0	0	0
mặt parabol	paraboloid	0	0	0
mất thiện cảm	estrange	0	0	0
mặt tiền	frontage	0	0	0
mất trí	dementia	0	0	0
mau	cursory	0	0	0
mau	presto	0	0	0
màu	coloration	0	0	0
màu hồng phơn phớt	incarnadine	0	0	0
màu nâu đậm	fuscous	0	0	0
màu rượu nho	vinous	0	0	0
mâu thuẫn hình dung pháp	oxymoron	0	0	0
màu vàng	aureate	0	0	0
máy biến điện trở	rheostat	0	0	0
máy cạo lông	epilator	0	0	0
máy con quay	gyroscope	0	0	0
máy đo đường đi	hodometer	0	0	0
máy đo tốc độ	tachometer	0	0	0
máy in stencil	mimeograph	0	0	0
máy ký phong	anemograph	0	0	0
máy nhịp	metronome	0	0	0
máy thấp độ kế	hygrometer	0	0	0
mềm	flaccid	0	0	0
Mesozoi	mesozoic	0	0	0
miễn	exemption	0	0	0
miền đất cát	erg	0	0	0
miếng	morsel	0	0	0
miệng	buccal	0	0	0
miệng bình	orifice	0	0	0
miệng máng xối	gargoyle	0	0	0
miệng núi lửa	caldera	0	0	0
mình thánh thể	ostensory	0	0	0
minh văn học	epigraphy	0	0	0
mixen	micelle	0	0	0
mồ	charnel	0	0	0
mộ bia	cenotaph	0	0	0
mổ bụng	eviscerate	0	0	0
mỏ chim	rostrum	0	0	0
mở đường cho tướng	gambit	0	0	0
mơ hồ	dubious	0	0	0
mơ màng	somnolent	0	0	0
mô phân sinh	meristem	0	0	0
mọc ở bùn	uliginous	0	0	0
mới bắt đầu	incipient	0	0	0
moi lên	exhume	0	0	0
mối quan hệ	nexus	0	0	0
mô-men xoắn	torque	0	0	0
một ngàn triệu triệu	quadrillion	0	0	0
một số ít	modicum	0	0	0
một thế đánh gươm	quart	0	0	0
mục sư	pastor	0	0	0
mùi hôi thúi	fetor	0	0	0
mừng quýnh	enrapture	0	0	0
mưu kế	artifice	0	0	0
mưu phản	conspire	0	0	0
nài ép	protrude	0	0	0
nài nỉ	supplicant	0	0	0
năm quyển đầu của cựu kim ước	Pentateuch	0	0	0
năm thứ vỏ ở hy lạp	pentathlon	0	0	0
nắn khớp xương	chiropractic	0	0	0
nang	cystic	0	0	0
nâng mũi	rhinoplasty	0	0	0
não trung gian	diencephalon	0	0	0
nắp mang	operculum	0	0	0
nấu ăn ngon	gastronomy	0	0	0
nảy mầm	germination	0	0	0
nếp cuộn	gyrus	0	0	0
ngăn chặn	interdiction	0	0	0
ngang	transverse	0	0	0
ngang nhau	equate	0	0	0
ngành nghiên cứu tuổi già	gerontology	0	0	0
ngạo mạn	impertinence	0	0	0
ngẫu hứng	improvisational	0	0	0
ngẫu nhiên	stochastic	0	0	0
ngẫu nhiên	contingent	0	0	0
ngây thơ	ingenuous	0	0	0
nghề làm vườn	horticulture	0	0	0
nghị lực	fortitude	0	0	0
nghĩa là	videlicet	0	0	0
nghịch	inimical	0	0	0
nghiên cứu về ngư loại học	ichthyology	0	0	0
nghiền thành bột	triturate	0	0	0
ngộ đạo	gnosis	0	0	0
ngờ vực	dubiety	0	0	0
ngoại bì	ectoderm	0	0	0
ngoại hải tuyến	epicycloid	0	0	0
ngoài hệ mặt trời	extrasolar	0	0	0
ngoại luân	epicycle	0	0	0
ngoại vi	periphery	0	0	0
ngoan cố	recalcitrant	0	0	0
ngoan cố	perverse	0	0	0
ngoan ngoãn	docile	0	0	0
ngọn cây	extremity	0	0	0
ngọt ngào	suave	0	0	0
ngũ độ	quint	0	0	0
ngu si	asinine	0	0	0
ngụ ý	trope	0	0	0
ngực	thoracic	0	0	0
ngực	thorax	0	0	0
ngục tối	dungeon	0	0	0
ngừng hoạt động	decommission	0	0	0
ngưng thở	apnoea	0	0	0
ngược	converse	0	0	0
ngược	inverse	0	0	0
ngược lại	vice versa	0	0	0
người bán	vendor	0	0	0
người bảo hộ	patron	0	0	0
người cầm đầu	chieftain	0	0	0
người chán đời	misanthrope	0	0	0
người chuyên may loại tơ mịn	sartor	0	0	0
người chuyên thầu đám táng	mortician	0	0	0
người có giọng cao và thanh	falsetto	0	0	0
người cỡi ngựa	equestrian	0	0	0
người đàn bà có nhiều chồng	polyandry	0	0	0
người đàn bà hát	coloratura	0	0	0
người dẩn đầu hát kinh trong giáo đường	precentor	0	0	0
người đê tiện	cad	0	0	0
người đề xướng	proponent	0	0	0
người đi lang thang	vagabond	0	0	0
người điều tra	inquisitor	0	0	0
người được tha tội	remittee	0	0	0
người gác cổng	janitor	0	0	0
người ghét đàn bà	misogynist	0	0	0
người hâm mộ	votary	0	0	0
người ham sách	bibliophile	0	0	0
người kế thừa	heir	0	0	0
người kêu la	squalor	0	0	0
người khiêu vũ	vis-à-vis	0	0	0
người lai da đen một phần tư	quadroon	0	0	0
người ngâm thơ	troubadour	0	0	0
người ngụy biện	sophist	0	0	0
người nhà quê	kern	0	0	0
người nham hiểm	nefarious	0	0	0
người nhận	recipient	0	0	0
người nịnh bợ	sycophant	0	0	0
người nói một mình	soliloquy	0	0	0
người ở ẩn	solitaire	0	0	0
người ở ngoại ô	suburbanite	0	0	0
người phát chẩn	almoner	0	0	0
người phi thường	prodigy	0	0	0
người quản lý	curator	0	0	0
người quản lý	superintendent	0	0	0
người quen	acquaintance	0	0	0
người sành	connoisseur	0	0	0
người tham dự	attendee	0	0	0
người thầu cung cấp	purveyor	0	0	0
người tình nguyện	Voluntaryism	0	0	0
người Trung gian	intermediary	0	0	0
người tự học	autodidact	0	0	0
người tuyệt vọng	desperado	0	0	0
người xưa	antediluvian	0	0	0
nguy hiểm	pernicious	0	0	0
nguyên bào sợi	fibroblast	0	0	0
nguyên phân	mitosis	0	0	0
nguyền rủa	anathematic	0	0	0
nguyên sinh	primeval	0	0	0
nguyên sinh động vật	protozoa	0	0	0
nguyên sinh vật	protoplasm	0	0	0
Nguyên tử	nuclear	0	0	0
nhà ái quốc	patriot	0	0	0
nha bào phòng	epigone	0	0	0
nha chu	periodontal	0	0	0
nhà của mục sư	manse	0	0	0
nhà độc tài	autocrat	0	0	0
nhà dưỡng bịnh	sanatorium	0	0	0
nhà dưỡng bịnh	sanitarium	0	0	0
nhà giáo	pedant	0	0	0
nha khoa học	odontology	0	0	0
nhà lập pháp	legislator	0	0	0
nhà máy	factory	0	0	0
nha phiến dùng chế thuốc dịu đau	laudanum	0	0	0
nhà quê	boor	0	0	0
nhà tài trợ	donor	0	0	0
nhà tù	penitentiary	0	0	0
nhà vệ sinh học	sanitarian	0	0	0
nhà xây tròn	rotunda	0	0	0
nhạc phổ theo bài thơ	cantata	0	0	0
nham thạch học	petrography	0	0	0
nhân	multiply	0	0	0
nhẵn	glabrous	0	0	0
nhãn khoa	ophthalmology	0	0	0
nhãn khoa y học	ophthalmologist	0	0	0
nhận lại	readmit	0	0	0
nhân tạo	factitious	0	0	0
nhận thấy	descry	0	0	0
nhân vật phản diện	villain	0	0	0
nhân viên khuân vác	porter	0	0	0
nhánh	clade	0	0	0
nhật hoa	corona	0	0	0
nhất trí	unanimous	0	0	0
nhầy	mucoid	0	0	0
nhét	intrude	0	0	0
nhét nhẹ	insinuate	0	0	0
nhiệm kỳ	prorogue	0	0	0
nhiệm kỳ	tenure	0	0	0
nhiếp hộ tuyến	prostate	0	0	0
nhiệt	calorific	0	0	0
nhiệt phân	pyrolysis	0	0	0
nhiệt tâm	fervent	0	0	0
nhiểu	crepe	0	0	0
nhiểu xạ	diffract	0	0	0
nhìn thấy rỏ	pellucid	0	0	0
nhịp tim chậm	bradycardia	0	0	0
nhịp tim nhanh	tachycardia	0	0	0
nhô ra	protrusive	0	0	0
nhóm	quintile	0	0	0
nhốt	impound	0	0	0
nhốt chim	seclude	0	0	0
nhu nhược	feckless	0	0	0
nhu nhược	emasculate	0	0	0
nhũ tương	emulsion	0	0	0
nhục dục	carnality	0	0	0
nhục nhã	infamy	0	0	0
nhục phụ	caruncle	0	0	0
nhung	velvet	0	0	0
nhường lại	cede	0	0	0
nhứt nguyên luận	monism	0	0	0
nhựt tâm	heliocentric	0	0	0
nhứt thần luận	monotheism	0	0	0
nhụy đực	stamen	0	0	0
niếu quản học	urology	0	0	0
nổ tung	implode	0	0	0
noãn bào	oocyte	0	0	0
noãn hoàng tố	lecithin	0	0	0
nơi ăn	refectory	0	0	0
nội bì	endoderm	0	0	0
nơi chống đối	antipodes	0	0	0
nơi cư trú	residence	0	0	0
nói dai	orate	0	0	0
nói dài lê thê	circumlocution	0	0	0
nơi đến	destination	0	0	0
nơi đua ngựa	hippodrome	0	0	0
nói khi ngủ	somniloquy	0	0	0
nói láo	mendacious	0	0	0
nói láo	prevaricate	0	0	0
nối liền lại nhau	catenary	0	0	0
nổi loạn	mutiny	0	0	0
nội mạc	endothelium	0	0	0
nội phôi nhũ	endosperm	0	0	0
nội soi khớp	arthroscopic	0	0	0
nói tầm phào	gammon	0	0	0
nội tạng	visceral	0	0	0
nồi to	cauldron	0	0	0
Nơi tôn nghiêm	sanctuary	0	0	0
nói về kinh nguyệt	menstrual	0	0	0
nói về phật giáo	archangel	0	0	0
nôn	emesis	0	0	0
nông học	agronomy	0	0	0
nóng nảy	petulant	0	0	0
nông thôn	rural	0	0	0
nữ sinh	sorority	0	0	0
nữ tính	femininity	0	0	0
nửa năm	semiannual	0	0	0
nước mũi	rheum	0	0	0
nuôi trồng hải sản	mariculture	0	0	0
nuôi trồng thủy sản	aquaculture	0	0	0
nuốt đau	odynophagia	0	0	0
ở giữa dấu ngoặc	parenthetic	0	0	0
ô nhục	ignominious	0	0	0
ở trong thành	intramural	0	0	0
ối	amnion	0	0	0
ối	amniotic	0	0	0
Oligocen	Oligocene	0	0	0
óng ánh	iridescent	0	0	0
ống chuyền nước	siphon	0	0	0
ống kính hiển vi	microcosm	0	0	0
ống sáo	flute	0	0	0
ống tiêm	syringe	0	0	0
ophiolit	ophiolite	0	0	0
Paleozoi	Paleozoic	0	0	0
phá	dilapidate	0	0	0
phà	ferry	0	0	0
phả hệ	genealogy	0	0	0
pha lê	geode	0	0	0
pha loãng	dilute	0	0	0
pha loãng	dilution	0	0	0
pha rượu	sophisticate	0	0	0
phá vỡ	disrupt	0	0	0
phác đồ điều trị	regimen	0	0	0
phác họa	delineate	0	0	0
phải chết	mortal	0	0	0
phái nhiệt	exothermic	0	0	0
phạm	commit	0	0	0
phạm đến quyền lợi	derogatory	0	0	0
phạm đến quyền lợi	derogate	0	0	0
phạm tội	offend	0	0	0
phạm vi	scope	0	0	0
phân	equinox	0	0	0
phấn	chalk	0	0	0
phần	fraction	0	0	0
phần	part	0	0	0
phần	portion	0	0	0
phần	section	0	0	0
phân bào giảm nhiễm	meiotic	0	0	0
phân biệt chủng tộc	segregation	0	0	0
phân bố các thần kinh	innervate	0	0	0
phân chia	disunite	0	0	0
phản đề	antithesis	0	0	0
phân đôi	dichotomous	0	0	0
phân giải	construe	0	0	0
phần giữa bàn chân	metatarsus	0	0	0
phần giữa của bàn tay	metacarpus	0	0	0
phân họ mèo	Felinae	0	0	0
phấn hoa	ambrosia	0	0	0
phấn hoa	anther	0	0	0
phần kết luận	epilogue	0	0	0
phần lá nhỏ	pinnule	0	0	0
phân ly	secede	0	0	0
phân ly	dissocial	0	0	0
phân ly	dissociation	0	0	0
phần mộ	grave	0	0	0
phần mộ	tumulus	0	0	0
phân nữa	moiety	0	0	0
phán quyết	verdict	0	0	0
phán quyết	adjudicate	0	0	0
phân rã	decay	0	0	0
phần thứ sáu hình tròn	sextant	0	0	0
phân tích	analytic	0	0	0
phần tiếp theo	sequel	0	0	0
Phanerozoi	phanerozoic	0	0	0
phẳng	planar	0	0	0
phẳng dọc	sagittal plane	0	0	0
Pháo đài	fortress	0	0	0
pháp luật	legislation	0	0	0
phát ban	rash	0	0	0
phát cáu	fume	0	0	0
phát đạt	prosper	0	0	0
phát xạ	emissivity	0	0	0
phê chuẩn	sanction	0	0	0
phê phán	diatribe	0	0	0
phế quản	bronchus	0	0	0
phế quyền	depose	0	0	0
phép chánh tả	orthography	0	0	0
phép cộng	summation	0	0	0
phép đếm	numeration	0	0	0
phép điểm danh	apostrophe	0	0	0
phép điệp âm	alliteration	0	0	0
phép đo sọ đầu	craniometry	0	0	0
phép hoán dụ	metonymy	0	0	0
phép khắc đồng bằng a cít	aquatint	0	0	0
phép lặp lại một ý với nhiều chữ khác	tautology	0	0	0
phép lịch sự	civility	0	0	0
phép lượng giác	trigonometry	0	0	0
phép nghiên cứu tên đất	toponymy	0	0	0
phép phân ngữ	tmesis	0	0	0
phép thay răng giả	prosthesis	0	0	0
phép tính	subtend	0	0	0
phép tốc ký	stenography	0	0	0
phỉ báng	traduce	0	0	0
phỉ báng	libel	0	0	0
phỉ báng	obloquy	0	0	0
phỉ báng	asperse	0	0	0
phỉ báng	vilify	0	0	0
phi hành gia	cosmonaut	0	0	0
phi lý	absurdity	0	0	0
phì nhiêu	fertile	0	0	0
phi thường	egregious	0	0	0
phi thường	anomalous	0	0	0
phi thường	prodigious	0	0	0
Phi thương mại	noncommercial	0	0	0
phích	thermos	0	0	0
phiền muộn	deject	0	0	0
phiếu tự đánh giá	rubric	0	0	0
phổ biến	dissemination	0	0	0
phổi	pulmonary	0	0	0
phôi châu	ovule	0	0	0
phơi khô	desiccate	0	0	0
phôi-doux	billet-doux	0	0	0
phòng	chamber	0	0	0
phong phú	exuberant	0	0	0
phong phú	abundance	0	0	0
phong phú	abundant	0	0	0
phòng tắm nắng	solarium	0	0	0
phòng thể dục	gymnasium	0	0	0
phòng thí nghiệm	laboratory	0	0	0
phóng thích	liberate	0	0	0
phóng thích	emancipate	0	0	0
phóng thích	manumit	0	0	0
phòng thủ	defend	0	0	0
phong thủy	geomancy	0	0	0
phong tín cơ	anemoscope	0	0	0
Phong trào Ngũ Tuần	pentecostalism	0	0	0
phong tục học	ethology	0	0	0
Phù / phù nề	edema/oedema	0	0	0
phụ âm kêu	sonant	0	0	0
phụ hệ	patrilocal	0	0	0
phụ lưu	tributary	0	0	0
phù mạch	angioedema	0	0	0
phù nề / phù nề	edematous/oedematous	0	0	0
phu nhân	dame	0	0	0
phụ nhân học	gynecology	0	0	0
phủ quyết	veto	0	0	0
phụ tá	adjutant	0	0	0
phụ thuộc	appurtenant	0	0	0
phục sinh	resurrection	0	0	0
phun trào	extrusive	0	0	0
phụng vụ	liturgy	0	0	0
phương bắc	arctic	0	0	0
plagiocla	plagioclase	0	0	0
playoff	postseason	0	0	0
Proterozoi	Proterozoic	0	0	0
psammit	psammite	0	0	0
quả quyết	avouch	0	0	0
quan coi quốc khố	quaestor	0	0	0
quân do thám	reconnoiter	0	0	0
quan hệ bà con	consanguinity	0	0	0
quấn quít	gravitate	0	0	0
quan sát	observe	0	0	0
quan sát bề trong	introspective	0	0	0
quan thị vệ	chamberlain	0	0	0
quán tính	inertia	0	0	0
quân vô lại	vermin	0	0	0
quần xã sinh vật	biome	0	0	0
quang điện	photoelectric	0	0	0
quanh co	tortuous	0	0	0
qui định	prescribe	0	0	0
quỉ quyệt	vulpine	0	0	0
quí tộc	aristocracy	0	0	0
quỷ đầu trâu	Minotaur	0	0	0
quyến rũ	seduce	0	0	0
quyền thế	dominion	0	0	0
quyền thống trị	domination	0	0	0
quyền thuật	pugilism	0	0	0
ra lịnh	enjoin	0	0	0
ra mồ hôi	perspire	0	0	0
rải rác	sparse	0	0	0
răng cấm	molar	0	0	0
răng cưa	incisor	0	0	0
rãnh	sulcus	0	0	0
rất chậm	largo	0	0	0
rất hăng hái	perfervid	0	0	0
rất nhiều	plethora	0	0	0
râu của loài bộ	palp	0	0	0
rây lọc	colander	0	0	0
riêng	peculiar	0	0	0
riêng	specific	0	0	0
rõ ràng	obvious	0	0	0
rỏ ràng	axiomatic	0	0	0
rỏ ràng	legible	0	0	0
rỏ ràng	palpable	0	0	0
rối loạn nhịp tim	arrhythmia	0	0	0
rời rạc	desultory	0	0	0
rốn	umbilical	0	0	0
rong kinh	menorrhagia	0	0	0
